City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Tocopilla,CL,-22.092,-70.1979,64.85,66,97,9.69,overcast clouds
345,Shubarkuduk,KZ,49.1447,56.4872,79.38,31,9,10.16,clear sky
346,Mongomo,GQ,1.6274,11.3135,81.7,89,98,4.09,light rain
347,Dalianwan,CN,39.0286,121.695,80.73,89,0,6.71,clear sky
348,Beberibe,BR,-4.1797,-38.1306,88.16,51,0,11.74,clear sky
349,Oyon,PE,-10.6681,-76.7731,56.1,33,1,2.01,clear sky
350,Leipzig,DE,51.342,12.375,85.08,43,40,5.01,scattered clouds
351,San Ramon,US,37.7799,-121.978,69.1,74,1,4.0,clear sky
352,Mulino,RU,56.2892,42.9201,69.48,48,68,5.64,broken clouds
353,Huaicheng,CN,23.9051,112.1931,81.7,77,87,2.3,overcast clouds
354,Pemangkat,ID,1.1667,108.9667,81.18,82,3,8.3,clear sky
355,El Dorado,US,38.7666,-120.5177,87.6,28,83,3.69,broken clouds
356,Drinovci,BA,43.355,17.3539,92.03,25,17,6.33,few clouds
357,Dudinka,RU,69.4058,86.1778,54.07,85,85,4.47,overcast clouds
358,Igurusi,TZ,-8.85,33.85,58.17,68,70,5.99,broken clouds
359,Sibolga,ID,1.7427,98.7792,78.12,82,92,2.62,overcast clouds
360,Vangaindrano,MG,-23.35,47.6,64.78,65,89,8.97,overcast clouds
361,Ribeira Brava,PT,32.65,-17.0667,81.72,73,3,3.51,clear sky
362,Saldanha,ZA,-33.0117,17.9442,71.65,52,100,13.02,overcast clouds
363,Mantua,IT,45.1667,10.7833,90.05,53,62,5.01,broken clouds
364,Morro Bay,US,35.3658,-120.8499,72.59,66,59,1.01,broken clouds
365,Cairns,AU,-16.9167,145.7667,73.35,56,90,5.75,overcast clouds
366,North Bend,US,43.4065,-124.2243,58.86,94,90,4.61,mist
367,Noumea,NC,-22.2763,166.4572,70.0,99,81,7.09,broken clouds
368,Faya,SA,18.3851,42.4509,71.71,58,89,2.68,overcast clouds
369,Cururupu,BR,-1.8283,-44.8683,88.45,49,78,5.7,broken clouds
370,Podporozhye,RU,60.9112,34.1706,70.84,44,67,7.56,broken clouds
371,Alofi,NU,-19.0595,-169.9187,67.89,94,13,1.14,few clouds
372,Svetlogorsk,BY,52.6333,29.7333,74.25,57,72,1.95,broken clouds
373,Waitati,NZ,-45.75,170.5667,50.81,64,100,6.6,overcast clouds
374,La Ligua,CL,-32.4524,-71.2311,55.18,50,3,4.05,clear sky
375,Flin Flon,CA,54.7682,-101.865,60.64,88,90,4.61,mist
376,Beyneu,KZ,45.3167,55.2,90.82,18,0,11.05,clear sky
377,Buala,SB,-8.145,159.5921,79.47,84,75,6.89,light rain
378,Lima,PE,-12.0432,-77.0282,63.14,72,90,3.44,overcast clouds
379,Tongliao,CN,43.6125,122.2653,72.18,95,100,7.18,heavy intensity rain
380,Tessalit,ML,20.1986,1.0114,105.39,17,56,6.15,broken clouds
381,Galesong,ID,-5.3166,119.3661,69.82,65,4,6.69,clear sky
382,Amboasary,MG,-25.0333,46.3833,67.84,61,7,11.18,clear sky
383,Lagoa,PT,39.05,-27.9833,69.3,82,100,12.93,overcast clouds
384,Sorland,NO,67.667,12.6934,55.47,88,100,5.01,overcast clouds
385,Novoilinsk,RU,51.6829,108.7143,57.38,76,45,3.78,scattered clouds
386,Santa Cruz,BO,-17.8,-63.1667,84.25,48,6,28.77,clear sky
387,Melville,US,40.7934,-73.4151,77.59,88,90,3.0,overcast clouds
388,Cadca,SK,49.435,18.789,81.39,67,66,4.83,broken clouds
389,Cooma,AU,-36.2333,149.1333,38.97,75,77,6.91,broken clouds
390,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.55,74,17,12.77,few clouds
391,Ornskoldsvik,SE,63.2909,18.7153,76.15,50,61,10.36,broken clouds
392,Sinegorye,RU,62.0788,150.477,56.77,94,100,2.48,light rain
393,Norwich,GB,52.6278,1.2983,72.86,76,40,11.5,scattered clouds
394,Gondanglegi,ID,-7.7479,112.0132,71.28,87,8,6.91,clear sky
395,Guerrero,MX,17.6667,-100.0,77.0,63,62,2.98,broken clouds
396,Xichang,CN,27.8964,102.2634,66.06,89,47,2.08,scattered clouds
397,Jackson,US,42.4165,-122.8345,76.42,53,1,3.44,clear sky
398,Montevideo,UY,-34.8335,-56.1674,68.02,83,40,17.27,scattered clouds
399,San Quintin,MX,30.4833,-115.95,68.81,82,100,5.88,overcast clouds
400,College,US,64.8569,-147.8028,54.28,83,75,0.0,broken clouds
401,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,58,0,14.97,clear sky
402,Maiduguri,NG,11.8464,13.1603,87.91,49,100,12.06,overcast clouds
403,Tilichiki,RU,60.4667,166.1,52.32,98,100,5.14,overcast clouds
404,Port Pirie,AU,-33.1833,138.0167,48.29,82,17,9.71,few clouds
405,Novomikhaylovskiy,RU,44.2581,38.8578,80.42,69,12,5.53,few clouds
406,Erzin,TR,36.9559,36.2,91.92,67,0,8.41,clear sky
407,Geraldton,AU,-28.7667,114.6,50.41,93,0,11.5,clear sky
408,Najran,SA,17.4924,44.1277,95.65,19,100,14.25,overcast clouds
409,Goundam,ML,16.4145,-3.6708,97.84,32,66,8.12,broken clouds
410,Constitucion,CL,-35.3333,-72.4167,53.17,90,55,14.74,broken clouds
411,Spirit River,CA,55.7833,-118.8361,63.75,52,90,5.82,overcast clouds
412,Saint Anthony,US,45.0205,-93.218,86.11,40,1,3.0,clear sky
413,Sinnamary,GF,5.3833,-52.95,78.6,84,100,2.35,light rain
414,Sovetskiy,RU,61.3614,63.5842,54.01,61,29,6.76,scattered clouds
415,Mokhsogollokh,RU,61.4681,128.9203,59.36,77,24,5.77,few clouds
416,Esperance,AU,-33.8667,121.9,53.44,80,0,19.44,clear sky
417,Okhotsk,RU,59.3833,143.3,55.85,97,100,6.93,light rain
418,Praia Da Vitoria,PT,38.7333,-27.0667,73.65,83,75,13.24,broken clouds
419,Nazarovo,RU,56.0064,90.3914,66.7,74,60,0.96,broken clouds
420,Toora-Khem,RU,52.4675,96.11,62.51,97,100,4.7,moderate rain
421,Gigmoto,PH,13.7796,124.39,80.94,85,90,9.15,overcast clouds
422,Kiunga,PG,-6.1219,141.2906,71.64,100,100,3.24,light rain
423,Dhemaji,IN,27.4833,94.5833,79.2,94,99,4.43,overcast clouds
424,Maumere,ID,-8.6199,122.2111,74.95,73,81,4.7,broken clouds
425,Totness,SR,5.8833,-56.3167,80.64,72,95,13.47,overcast clouds
426,Brighton,GB,50.8284,-0.1395,68.54,89,40,1.01,light rain
427,Mnogovershinnyy,RU,53.9353,139.9242,66.52,93,100,3.85,overcast clouds
428,Lingao,CN,19.9103,109.6859,82.63,79,65,2.51,broken clouds
429,Mingshui,CN,36.7167,117.5,79.27,66,79,8.21,broken clouds
430,Arkansas City,US,37.062,-97.0384,90.48,66,1,3.44,clear sky
431,Tougue,GN,11.4667,-11.6,78.22,75,100,3.22,light rain
432,Palu,ID,-0.8917,119.8707,76.05,94,70,3.58,broken clouds
433,Beloha,MG,-25.1667,45.05,61.79,66,13,12.03,few clouds
434,Humberto De Campos,BR,-2.5983,-43.4611,90.19,44,54,5.06,broken clouds
435,Saravan,AM,39.7196,45.6483,79.45,57,3,8.3,clear sky
436,Teluk Nibung,ID,3.001,99.8164,79.27,87,76,2.24,broken clouds
437,Dikson,RU,73.5069,80.5464,39.29,87,31,11.99,scattered clouds
438,Kavaratti,IN,10.5669,72.642,80.74,79,100,25.3,overcast clouds
439,Sampit,ID,-2.5333,112.95,72.77,94,0,2.71,clear sky
440,Chiredzi,ZW,-21.05,31.6667,62.13,37,20,5.91,few clouds
441,Kurilsk,RU,45.2333,147.8833,62.15,84,9,6.42,clear sky
442,Burnie,AU,-41.0667,145.9167,44.92,80,41,16.6,scattered clouds
443,Ohafia,NG,5.6167,7.8333,82.29,58,99,4.34,overcast clouds
444,Cherskiy,RU,68.75,161.3,39.16,81,9,7.78,clear sky
445,Kapuskasing,CA,49.4169,-82.4331,69.89,73,20,6.91,smoke
446,Port Augusta,AU,-32.5,137.7667,50.7,77,3,7.78,clear sky
447,Bandarbeyla,SO,9.4942,50.8122,78.12,72,94,27.29,overcast clouds
448,Hope,US,33.6671,-93.5916,89.65,59,59,3.85,broken clouds
449,Phayao,TH,19.25,100.25,72.7,99,100,3.51,overcast clouds
450,Cortez,US,37.3489,-108.5859,76.42,45,11,8.7,few clouds
451,Puga,MX,21.5833,-104.8167,80.76,65,78,0.76,broken clouds
452,Marsa Matruh,EG,31.3525,27.2453,82.6,54,0,14.97,clear sky
453,Chumikan,RU,54.7183,135.315,63.01,92,28,8.43,scattered clouds
454,Luau,AO,-10.7073,22.2247,78.57,22,1,6.26,clear sky
455,Jalu,LY,29.0331,21.5482,94.35,19,0,14.0,clear sky
456,Bereda,ES,43.2686,-7.5406,76.41,65,71,6.35,broken clouds
457,Yichang,CN,30.7144,111.2847,78.26,83,0,2.89,light rain
458,Fort Saint James,CA,54.4333,-124.25,58.08,61,100,2.3,overcast clouds
459,Deniliquin,AU,-35.5333,144.9667,51.01,94,56,10.71,broken clouds
460,Poum,NC,-20.2333,164.0167,72.28,78,7,13.78,clear sky
461,Gorokhovets,RU,56.1947,42.7003,69.67,50,60,4.92,broken clouds
462,Dhidhdhoo,MV,6.8833,73.1,80.67,81,100,23.89,light rain
463,Harper,LR,4.375,-7.7169,78.87,68,89,7.72,overcast clouds
464,Carutapera,BR,-1.195,-46.02,88.23,49,67,5.84,broken clouds
465,Lasa,IT,46.6166,10.7002,68.88,67,74,4.9,light rain
466,Tornio,FI,65.8481,24.1466,68.02,79,96,6.55,overcast clouds
467,Rocky Mountain House,CA,52.3668,-114.9188,60.55,88,82,1.14,broken clouds
468,Shache,CN,38.4167,77.2406,91.38,19,38,6.71,scattered clouds
469,Vila,PT,42.0304,-8.1588,68.22,42,52,10.58,broken clouds
470,Alta Floresta,BR,-9.8756,-56.0861,91.22,38,0,8.05,clear sky
471,Sfantu Gheorghe,RO,45.8667,25.7833,79.57,48,78,4.79,broken clouds
472,Umarkot,PK,25.3616,69.7362,92.25,55,99,23.2,overcast clouds
473,Yulara,AU,-25.2406,130.9889,57.04,41,99,5.75,overcast clouds
474,Champasak,LA,14.75,106.0,71.67,99,100,1.1,overcast clouds
475,Belomorsk,RU,64.5232,34.7668,61.05,56,64,2.95,broken clouds
476,Ostrovnoy,RU,68.0531,39.5131,46.72,82,93,18.3,overcast clouds
477,Narrabri,AU,-30.3167,149.7833,39.29,81,0,8.05,clear sky
478,Kasongo,CD,-4.45,26.6667,86.74,26,26,8.28,scattered clouds
479,Tshikapa,CD,-6.4167,20.8,91.45,19,42,5.82,scattered clouds
480,Aquiraz,BR,-3.9014,-38.3911,87.22,51,2,13.11,clear sky
481,Antalaha,MG,-14.9003,50.2788,68.36,74,96,9.33,overcast clouds
482,Mabaruma,GY,8.2,-59.7833,75.2,100,90,0.0,overcast clouds
483,Ouesso,CG,1.6136,16.0517,82.09,60,91,5.23,overcast clouds
484,Thornaby,GB,54.5333,-1.3,71.53,59,75,4.0,broken clouds
485,Parry Sound,CA,45.3501,-80.033,73.22,83,14,9.24,few clouds
486,Dangriga,BZ,16.9692,-88.2321,84.97,65,85,4.52,overcast clouds
487,Gizo,SB,-8.103,156.8419,79.52,80,88,1.79,light rain
488,Yumen,CN,40.2833,97.2,83.07,22,100,13.85,overcast clouds
489,Am Timan,TD,11.0297,20.2827,80.67,68,95,3.51,overcast clouds
490,Honningsvag,NO,70.9821,25.9704,47.73,77,99,14.94,overcast clouds
491,Corpus Christi,US,27.8006,-97.3964,90.01,71,40,4.0,scattered clouds
492,Kazlu Ruda,LT,54.7667,23.5,84.18,64,80,6.53,broken clouds
493,Sabla,NG,12.7525,4.7077,91.76,44,61,9.17,broken clouds
494,Eureka,US,40.8021,-124.1637,54.21,76,78,3.74,broken clouds
495,Cortes,ES,41.9395,-1.4396,87.04,28,74,9.55,broken clouds
496,Ankazoabo,MG,-22.2833,44.5167,66.29,46,50,9.55,scattered clouds
497,Kloulklubed,PW,7.0419,134.2556,83.28,78,100,13.85,moderate rain
498,Mayo,US,38.8876,-76.5119,87.3,75,1,1.01,clear sky
499,Sihora,IN,23.4833,80.1167,76.91,89,100,10.85,overcast clouds
500,Valparaiso,CL,-33.0393,-71.6273,58.12,71,40,8.05,scattered clouds
501,Elat,IL,29.5581,34.9482,103.84,22,0,13.8,clear sky
502,Benin,BJ,9.5,2.25,81.48,72,64,6.04,light rain
503,Baykit,RU,61.67,96.37,68.63,62,74,3.2,broken clouds
504,Akdepe,TM,42.0551,59.3788,102.29,35,0,22.79,clear sky
505,Batemans Bay,AU,-35.7167,150.1833,51.91,66,72,13.71,broken clouds
506,Puerto Madryn,AR,-42.7692,-65.0385,53.1,30,22,20.96,few clouds
507,Awjilah,LY,29.1081,21.2869,93.79,19,0,14.34,clear sky
508,Vierzon,FR,47.2101,2.0625,75.79,57,93,10.58,overcast clouds
509,Gushikawa,JP,26.3544,127.8686,80.19,92,90,12.66,overcast clouds
510,Christchurch,NZ,-43.5333,172.6333,52.0,81,99,5.99,overcast clouds
511,Colares,PT,38.7992,-9.4469,76.33,70,75,1.01,broken clouds
512,Atambua,ID,-9.1061,124.8925,66.99,79,25,4.43,scattered clouds
513,Bijie,CN,27.3125,105.2942,63.68,91,0,1.83,clear sky
514,Knysna,ZA,-34.0363,23.0471,68.38,46,67,4.23,broken clouds
515,Dickson,US,36.077,-87.3878,90.72,73,40,1.99,scattered clouds
516,Makakilo City,US,21.3469,-158.0858,77.32,79,20,6.91,light intensity drizzle
517,Hirado,JP,33.3597,129.5531,81.36,72,100,5.82,overcast clouds
518,Roma,US,43.2128,-75.4557,81.86,68,20,8.05,few clouds
519,Mindelo,CV,16.8901,-24.9804,81.95,47,20,13.8,few clouds
520,Honiara,SB,-9.4333,159.95,76.91,91,93,4.34,overcast clouds
521,Agadez,NE,19.75,10.25,103.3,14,51,10.31,broken clouds
522,Xai-Xai,MZ,-25.0519,33.6442,62.22,73,25,7.4,scattered clouds
523,Veraval,IN,20.9,70.3667,79.84,86,100,16.53,moderate rain
524,Naze,JP,28.3667,129.4833,78.06,89,100,18.14,overcast clouds
525,El Angel,EC,0.6167,-77.9333,53.98,61,99,4.85,light rain
526,Sorong,ID,-0.8833,131.25,77.38,83,100,7.27,overcast clouds
527,Rawson,AR,-43.3002,-65.1023,51.93,33,21,21.14,few clouds
528,Ko Samui,TH,9.5357,99.9357,83.86,75,100,18.63,overcast clouds
529,Leshukonskoye,RU,64.8989,45.7622,51.76,68,86,7.2,overcast clouds
530,Jieshi,CN,22.8134,115.8257,86.95,82,10,13.42,clear sky
531,Pahrump,US,36.2083,-115.9839,91.31,33,77,1.01,broken clouds
532,Aykhal,RU,66.0,111.5,70.95,58,76,8.16,broken clouds
533,Wamba,NG,8.9333,8.6,79.0,78,88,6.26,light rain
534,Voronovytsya,UA,49.1095,28.6808,80.19,47,50,4.47,scattered clouds
535,Victoria Falls,ZW,-17.9235,25.843,61.25,40,0,4.43,clear sky
536,Wagar,SD,16.1525,36.2032,86.99,55,51,4.9,broken clouds
537,Chifeng,CN,42.2683,118.9636,74.35,82,100,4.56,overcast clouds
538,Kenai,US,60.5544,-151.2583,54.09,83,90,6.91,overcast clouds
539,Raposa,BR,-6.5167,-44.1833,91.35,28,6,10.31,clear sky
540,Nola,IT,40.922,14.5329,93.16,44,70,4.9,broken clouds
541,Pontianak,ID,-0.0333,109.3333,78.78,94,20,0.0,haze
542,Meiganga,CM,6.5167,14.3,73.17,89,100,4.12,light rain
543,Murgab,TM,37.4966,61.9714,103.87,20,0,11.5,clear sky
544,Concordia,AR,-31.393,-58.0209,73.47,69,1,11.01,clear sky
545,Cabo Rojo,PR,18.0866,-67.1457,89.26,73,70,5.01,broken clouds
546,Grasten,DK,54.9192,9.5952,78.1,61,20,7.0,few clouds
547,Chapais,CA,49.7834,-74.8492,64.18,67,58,11.9,broken clouds
548,Gombong,ID,-7.6072,109.5142,75.83,88,1,3.11,clear sky
549,Sao Felix Do Xingu,BR,-6.6447,-51.995,95.02,23,90,5.21,overcast clouds
550,Worthington,US,40.0931,-83.018,81.34,87,90,1.01,overcast clouds
551,Santa Maria,BR,-29.6842,-53.8069,81.7,36,0,19.57,clear sky
552,Banjar,ID,-8.19,114.9675,76.86,76,19,4.41,few clouds
553,Whyalla,AU,-33.0333,137.5833,48.09,87,2,10.36,clear sky
554,Mastung,PK,29.7994,66.845,88.36,25,9,0.78,clear sky
555,Abu Dhabi,AE,24.4667,54.3667,102.31,56,21,10.36,few clouds
556,Puerto Ayacucho,VE,5.6639,-67.6236,82.35,74,100,1.77,overcast clouds
557,Mackay,AU,-21.15,149.2,55.04,87,2,4.61,clear sky
558,Biddeford,US,43.4926,-70.4534,67.42,90,100,5.99,overcast clouds
559,Rypefjord,NO,70.6333,23.6667,46.87,87,75,6.91,broken clouds
560,General Roca,AR,-39.0333,-67.5833,46.8,40,100,10.58,overcast clouds
561,Kalmunai,LK,7.4167,81.8167,83.52,71,100,5.19,light rain
562,Sompeta,IN,18.9333,84.6,85.48,77,76,9.71,broken clouds
563,Kargasok,RU,59.0556,80.8572,67.96,66,25,6.35,scattered clouds
564,Kosh-Agach,RU,50.0,88.6667,55.65,81,68,5.73,broken clouds
565,The Valley,AI,18.217,-63.0578,87.66,74,40,13.8,scattered clouds
566,Engenheiro Beltrao,BR,-23.7972,-52.2692,78.1,28,0,9.13,clear sky
567,Fethiye,TR,36.6217,29.1164,91.27,42,57,3.29,broken clouds
568,Altay,CN,47.8667,88.1167,69.21,52,6,4.09,clear sky
569,Luderitz,NA,-26.6481,15.1594,69.13,27,63,3.58,broken clouds
570,Shingu,JP,33.7333,135.9833,76.91,82,0,4.85,clear sky
571,Port Hawkesbury,CA,45.6169,-61.3485,75.9,70,1,8.01,clear sky
572,Kurchum,KZ,48.5722,83.6542,76.87,44,24,8.48,few clouds
573,Esso,RU,55.9333,158.7,55.18,93,68,4.09,broken clouds
574,Arenapolis,BR,-14.4503,-56.8461,94.8,21,0,7.29,clear sky
575,Turukhansk,RU,65.8167,87.9833,65.8,84,9,1.99,clear sky
576,San Rafael,AR,-34.6177,-68.3301,54.48,33,0,5.19,clear sky
577,Chernyshevskiy,RU,63.0128,112.4714,63.14,59,33,3.04,scattered clouds
578,Benguela,AO,-12.5763,13.4055,73.72,69,4,5.5,clear sky
579,Umm Kaddadah,SD,13.6017,26.6876,93.15,34,56,10.69,broken clouds
580,Onega,RU,63.9061,38.1404,58.75,68,76,5.06,broken clouds
581,Yemtsa,RU,63.0734,40.3329,57.27,74,95,4.88,light rain
582,Dunda,TZ,-8.1167,34.25,65.46,39,0,10.13,clear sky
583,Sydney,AU,-33.8679,151.2073,52.81,59,0,1.99,clear sky
584,Young,UY,-32.6833,-57.6333,71.22,73,14,10.65,few clouds
585,Yarada,IN,17.65,83.2667,84.52,89,40,6.91,mist
586,Berezovyy,RU,51.6667,135.7,73.08,71,100,4.7,overcast clouds
587,Eydhafushi,MV,5.1033,73.0708,82.17,74,100,18.1,overcast clouds
588,Saint-Augustin,CA,51.226,-58.6502,76.41,45,75,10.02,broken clouds
589,Kasongo-Lunda,CD,-6.4667,16.8167,93.43,16,51,5.23,broken clouds
590,Hualmay,PE,-11.0964,-77.6139,66.43,74,28,6.85,scattered clouds
591,Erzurum,TR,40.0,41.5,83.88,17,0,5.32,clear sky
592,Yaan,NG,7.3833,8.5667,79.02,79,97,7.81,light rain
593,Itaituba,BR,-4.2761,-55.9836,91.56,52,0,10.36,clear sky
594,Klaksvik,FO,62.2266,-6.589,54.52,96,100,11.43,overcast clouds
595,Hennef,DE,50.7756,7.2831,79.9,59,40,17.27,scattered clouds
596,Guanica,PR,17.9716,-66.908,89.51,75,63,5.01,broken clouds
597,Vao,NC,-22.6667,167.4833,70.92,77,56,13.35,broken clouds
598,Kaputa,ZM,-8.4689,29.6619,71.31,44,14,4.21,few clouds
599,Falam,MM,22.9167,93.6833,64.81,99,100,1.03,overcast clouds
600,Namibe,AO,-15.1961,12.1522,72.84,53,0,6.49,clear sky
601,Xucheng,CN,20.35,110.1288,81.3,79,5,3.0,light rain
602,Khumalag,RU,43.2403,44.4752,74.17,83,75,11.18,broken clouds
603,Svetlaya,RU,46.5389,138.3297,69.1,87,98,7.16,overcast clouds
604,Samarai,PG,-10.6167,150.6667,78.96,81,100,17.11,overcast clouds
605,Americus,US,32.0724,-84.2327,85.15,61,1,0.0,clear sky
606,Muroto,JP,33.2833,134.15,77.54,83,93,7.87,overcast clouds
607,Las Matas De Farfan,DO,18.8731,-71.5166,86.5,54,70,3.85,broken clouds
608,Bombon,PH,13.6887,123.2077,79.63,90,97,8.34,light rain
609,Excelsior Springs,US,39.3392,-94.2261,81.84,86,3,5.57,clear sky
610,Varhaug,NO,58.6147,5.6457,78.85,67,100,3.29,overcast clouds
611,Volchikha,RU,52.0333,80.3833,73.74,49,20,6.13,few clouds
612,Kyrylivka,UA,46.3759,35.3675,80.06,55,0,11.56,clear sky
613,Yamada,JP,39.4667,141.95,70.34,93,48,1.66,scattered clouds
614,Krasnoborsk,RU,61.5598,45.934,62.62,56,83,7.49,broken clouds
615,Sambava,MG,-14.2667,50.1667,69.82,81,92,16.02,overcast clouds
616,Alyangula,AU,-13.8483,136.4192,60.67,94,83,0.0,broken clouds
617,Moyale,KE,3.5167,39.0584,71.22,45,100,6.42,overcast clouds
618,Chabahar,IR,25.2919,60.643,84.85,82,88,8.75,overcast clouds
619,Mount Gambier,AU,-37.8333,140.7667,49.91,93,90,6.91,overcast clouds
620,Belyy Yar,RU,53.6039,91.3903,73.29,78,0,4.47,clear sky
621,Vilhena,BR,-12.7406,-60.1458,86.22,45,0,12.66,clear sky
622,Biloela,AU,-24.4167,150.5,48.43,52,76,6.76,broken clouds
623,Masterton,NZ,-40.9597,175.6575,54.93,81,100,7.54,overcast clouds
624,Paso De Carrasco,UY,-34.8603,-56.0522,68.45,82,40,17.27,scattered clouds
625,Tondi,IN,9.7333,79.0167,86.9,61,94,12.5,overcast clouds
626,Khasan,RU,42.4308,130.6434,73.96,96,75,4.61,broken clouds
627,Lukow,PL,51.929,22.3796,81.5,40,81,9.4,broken clouds
628,Tuy Hoa,VN,13.0833,109.3,82.22,65,13,16.46,few clouds
629,Kikwit,CD,-5.041,18.8162,95.9,16,21,6.31,few clouds
630,Pandan,PH,14.0453,124.1694,82.15,80,89,12.06,overcast clouds
631,Ambulu,ID,-8.345,113.6058,70.41,89,52,4.68,broken clouds
632,Oistins,BB,13.0667,-59.5333,86.09,79,75,13.8,broken clouds
633,Baracoa,CU,20.3467,-74.4958,87.89,64,43,4.94,scattered clouds
634,Babra,IN,21.85,71.3,77.34,88,100,14.0,moderate rain
635,Matay,EG,28.419,30.7792,95.14,21,0,9.75,clear sky
636,Sokoto,NG,13.0609,5.239,91.31,45,80,11.32,light rain
637,Kamaishi,JP,39.2667,141.8833,71.56,91,57,3.13,broken clouds
638,Ludza,LV,56.55,27.7167,77.59,43,8,0.63,clear sky
639,Necochea,AR,-38.5473,-58.7368,52.03,84,100,15.77,overcast clouds
640,Romny,UA,50.751,33.4747,76.66,54,89,4.59,overcast clouds
641,Coahuayana,MX,18.7333,-103.6833,86.09,71,97,2.71,overcast clouds
642,Turgenevo,RU,54.8455,46.3297,62.96,60,100,3.65,overcast clouds
643,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,93,90,29.93,drizzle
644,Ngorongoro,TZ,-3.2397,35.4875,53.08,62,7,4.38,clear sky
645,Hovd,MN,48.0056,91.6419,69.51,49,75,4.9,broken clouds
646,Banjarmasin,ID,-3.3244,114.591,75.34,88,2,5.23,clear sky
647,Bandraboua,YT,-12.7044,45.1223,76.68,66,17,13.91,few clouds
648,Xinzhi,CN,36.4989,111.7047,78.67,72,39,3.74,scattered clouds
649,Mormugao,IN,15.4,73.8,79.86,100,75,11.5,broken clouds
650,Itapaci,BR,-14.9508,-49.5494,85.8,23,0,5.39,clear sky
651,Nacala,MZ,-14.5428,40.6728,70.54,68,34,13.31,scattered clouds
652,Sangar,RU,63.9242,127.4739,58.6,67,8,4.97,clear sky
653,Colac,AU,-38.3333,143.5833,50.63,93,99,11.86,overcast clouds
654,Stenlille,DK,55.5402,11.5915,78.76,64,100,14.56,overcast clouds
655,Savelugu,GH,9.6244,-0.8253,88.12,47,67,8.59,broken clouds
656,Phek,IN,25.6667,94.5,61.81,99,100,1.48,overcast clouds
657,Bonthe,SL,7.5264,-12.505,80.08,74,90,11.16,light rain
658,Lata,PT,40.1629,-8.3327,79.48,58,87,9.4,overcast clouds
659,Maragogi,BR,-9.0122,-35.2225,77.79,77,30,12.95,scattered clouds
