City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
153,Jacqueville,CI,82.31,overcast clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
156,Vezirkopru,TR,79.29,few clouds,41.1436,35.4547,Vezirkopru Ogretmenevi
157,Helong,CN,70.41,overcast clouds,42.5397,128.9972,Helong Hotel
160,Eydhafushi,MV,82.17,overcast clouds,5.1033,73.0708,Soneva Fushi
165,Bangonay,PH,79.12,overcast clouds,9.3144,125.5539,Great Lake Mainit Resort
168,Wilmington,US,88.93,overcast clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
172,Faanui,PF,77.77,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
174,Shubarkuduk,KZ,79.38,clear sky,49.1447,56.4872,Sirius
177,Manta,EC,74.98,overcast clouds,-0.95,-80.7333,Balandra Hotel
179,Ribeira Grande,PT,73.8,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
180,Kutum,SD,80.42,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
181,Georgetown,MY,85.95,few clouds,5.4112,100.3354,Cititel Penang
182,Dryden,CA,71.89,clear sky,49.7833,-92.7503,"Holiday Inn Express Dryden, an IHG Hotel"
183,Puerto Baquerizo Moreno,EC,74.39,few clouds,-0.9,-89.6,Hotel los Algarrobos
184,Kuching,MY,77.22,few clouds,1.55,110.3333,The Ranee Boutique Suites
185,Dingle,PH,77.02,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
186,Santa Lucia,ES,72.72,clear sky,27.9117,-15.5407,Las Tirajanas
188,Labuan,MY,84.11,thunderstorm with light rain,5.2767,115.2417,Tiara Labuan Hotel
189,Hithadhoo,MV,80.65,broken clouds,-0.6,73.0833,Scoop Guest House
190,Santiago De Cuba,CU,87.42,broken clouds,20.0247,-75.8219,Cubanacan San Felix
191,Biak,ID,75.31,broken clouds,-0.9131,122.8766,Penginapan Kim
192,Ferrandina,IT,87.08,scattered clouds,40.5012,16.4547,Hotel degli Ulivi
193,Katherine,AU,70.12,overcast clouds,-14.4667,132.2667,Pine Tree Motel
194,Marsh Harbour,BS,83.57,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
195,Maunabo,PR,88.65,overcast clouds,18.0072,-65.8993,Maunacaribe
198,Gambo,CF,77.25,overcast clouds,4.6482,22.2633,
199,Santa Cruz,BO,84.25,clear sky,-17.8,-63.1667,Aviador Hotel Boutique
200,Sturgis,US,84.88,clear sky,41.7992,-85.4192,Best Western Plus Howe Inn
202,Qui Nhon,VN,82.06,scattered clouds,13.7667,109.2333,Hoang Yen Canary Hotel
203,Atikokan,CA,78.06,clear sky,48.7555,-91.6216,Quetico Inn (formerly Radisson)
205,Dhamrai,BD,87.78,overcast clouds,23.9202,90.2109,Dhamrai to Kalampur Auto Station
207,Funadhoo,MV,81.03,light rain,6.15,73.2667,Dhaffalhu Tourist Lodge
208,Mahebourg,MU,71.89,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
209,Podporozhye,RU,70.84,broken clouds,60.9112,34.1706,U Maksimycha
210,Broome,US,80.46,overcast clouds,42.2506,-75.833,Chenango Valley State Park
211,Camacha,PT,74.16,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
212,Ustka,PL,76.37,overcast clouds,54.5805,16.8619,Hotel Royal Baltic Luxury Boutique
214,Victoria,HK,87.33,clear sky,22.2855,114.1577,Mini Hotel Central
216,Ilhabela,BR,76.35,clear sky,-23.7781,-45.3581,Ilha Flat Hotel
219,Yanam,IN,86.4,broken clouds,16.7333,82.2167,The Regency Hotel
220,Zhoucheng,CN,78.93,overcast clouds,35.9122,116.3117,Yingbin Restaurant
221,Oktyabrskoye,RU,71.74,broken clouds,43.0645,44.7417,Prolesok Mini-hotel
223,Poum,NC,72.28,clear sky,-20.2333,164.0167,Gîte kajeon
226,Bosaso,SO,85.71,broken clouds,11.2842,49.1816,Red Sea Hotel
227,Eston,CA,75.92,scattered clouds,51.1501,-108.7514,Hearthside Place B&B
229,Anito,PH,82.15,broken clouds,12.4497,125.2886,The Yellow House
230,Road Town,VG,87.21,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
231,Huescar,ES,88.27,clear sky,37.811,-2.5412,Hotel El Maño
232,Harper,LR,78.87,overcast clouds,4.375,-7.7169,Screensaver
233,Tunceli,TR,87.48,clear sky,39.1083,39.5471,Grand Hotel Şaroğlu
234,Senhor Do Bonfim,BR,72.9,overcast clouds,-10.4614,-40.1894,Hotel Soul
235,Youghal,IE,76.21,few clouds,51.95,-7.8506,Quality Hotel and Leisure Centre Youghal
236,Cabadiangan,PH,79.29,clear sky,9.7531,122.4739,Kipot
237,Raudeberg,NO,78.4,few clouds,61.9875,5.1352,Nordre Silda.
239,Avera,US,85.71,overcast clouds,33.194,-82.5271,
241,Aykhal,RU,70.95,broken clouds,66.0,111.5,
243,Lindi,TZ,78.24,broken clouds,-10.0,39.7167,Lindi paradise house
245,Jurilovca,RO,82.49,clear sky,44.7667,28.8667,Pensiunea Ira Jurilovca
248,Bom Jesus Da Lapa,BR,85.53,clear sky,-13.255,-43.4181,Hotel das Nações
249,Yatou,CN,76.14,broken clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
250,Dutse,NG,82.98,light rain,11.7594,9.3392,Central Mosque Galamawa
255,Shimoda,JP,74.1,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
257,Wukari,NG,80.8,light rain,7.85,9.7833,Elimtop
258,Cleveland,US,84.7,few clouds,41.4995,-81.6954,Renaissance Cleveland Hotel
261,Rubtsovsk,RU,73.54,scattered clouds,51.5,81.25,Запросто
265,Paldiski,EE,76.41,few clouds,59.3567,24.0531,Pakri Hostel
266,Ierapetra,GR,80.78,clear sky,35.01,25.7353,Cretan Villa Hotel & Apartments in Ierapetra Crete.
270,Goderich,CA,78.21,clear sky,43.7501,-81.7165,Harmony Inn
273,Souillac,MU,71.98,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
275,Boli,CN,77.45,broken clouds,45.7667,130.5167,The Disabled Recovery Xunlianshi
276,Digby,CA,74.35,overcast clouds,44.6169,-65.7655,Digby Pines Golf Resort & Spa
278,Tarakan,ID,81.82,scattered clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
280,Maceio,BR,74.64,light rain,-9.6658,-35.7353,Poutur Pousada
281,Atlanta,US,88.48,clear sky,33.749,-84.388,Residence Inn by Marriott Atlanta Downtown
282,Makakilo City,US,77.32,light intensity drizzle,21.3469,-158.0858,Marriott's Ko Olina Beach Club
284,Kita,ML,86.16,overcast clouds,13.0349,-9.4895,Hôtel Chat Rouge
285,Fergus,US,77.94,clear sky,47.3,-109.2674,
287,Horizontina,BR,82.2,broken clouds,-27.6258,-54.3078,Hotel Avenida
289,Nizwa,OM,86.65,broken clouds,22.9333,57.5333,Orient Apartments
290,Kavieng,PG,81.07,broken clouds,-2.5744,150.7967,Nusa Island Retreat
294,Araceli,PH,83.53,overcast clouds,10.5529,119.9913,JBryan Traveler's Inn
296,Loandjili,CG,77.11,few clouds,-4.7561,11.8578,Résidence ARCHANGE
302,Aden,YE,82.15,light rain,12.7794,45.0367,Sama Emirate Hotel
304,Forssa,FI,79.14,overcast clouds,60.8146,23.6215,Hotel Fabrik Forssa
306,Kailua,US,78.03,light rain,21.4022,-157.7394,Sheffield House Bed & Breakfast
307,Talara,PE,72.36,broken clouds,-4.5772,-81.2719,Hostal Oro Negro
308,Ixtapa,MX,86.23,broken clouds,20.7,-105.2,Hotel Plaza Providencia
